企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,2024资产总收入,2024负债总数,2024资产负债率,实际授信额度,实际授信额度区间
宏达医药有限公司001543,9.1326893e+017,1,,国家级,3,5,7,565,3430343,2199440,0.6412,430,"(49.999, 3620.0]"
天成材料有限责任公司001544,9.1361765589223552e+017,1,0,县级,1,,2,6767,35419445,10247606,0.2893,2810,"(49.999, 3620.0]"
创元生物股份有限公司001545,9.139715359647e+017,0,1,县级,,7,2,565,15906654,5903484,0.3711,9170,"(7318.0, 11047.0]"
华信生物有限责任公司001546,9.130880875645058e+017,0,1,,6,1,2,5656,6992643,5121216,0.7324,10100,"(7318.0, 11047.0]"
嘉禾生物股份有限公司001547,9.1336465333e+017,1,1,县级,4,7,3,676767,39578268,9535626,0.2409,3300,"(49.999, 3620.0]"
博雅信息有限公司001548,9.1315023743873e+017,1,0,,4,,7,565,28983939,25444699,0.8779,28410,"(27972.0, 31390.0]"
中原智能有限公司001549,9.13597736e+017,,1,国家级,1,,,565,1873058,1146091,0.6119,17110,"(14492.0, 17830.0]"
天成信息股份有限公司001550,9.1348955713198444e+017,,1,市级,4,2,3,565656,43421734,22833215,0.5258,18120,"(17830.0, 21190.0]"
瑞丰信息股份有限公司001551,9.13561918987e+017,1,0,省级,3,4,4,-2323432,9602831,2401035,0.25,3300,"(49.999, 3620.0]"
宏达化工有限责任公司001552,9.135405919344e+017,0,0,,6,1,1,6767,49722895,7556834,0.152,14410,"(11047.0, 14492.0]"
永泰贸易集团有限公司001553,9.135975980962821e+017,1,1,市级,2,2,1,6767,27374376,9652513,0.3526,31300,"(27972.0, 31390.0]"
联创纺织集团有限公司001554,9.1383666097978e+017,1,0,国家级,7,4,4,565,16712863,1548645,0.0927,17450,"(14492.0, 17830.0]"
金鼎材料有限公司001555,9.13932265278e+017,0,1,市级,3,,,343434,10641328,9583995,0.9006,16420,"(14492.0, 17830.0]"
华泰智能有限责任公司001556,9.1358198708840755e+017,0,0,县级,6,,4,565656,39295179,21456387,0.546,8370,"(7318.0, 11047.0]"
金鼎贸易有限公司001557,9.1330696721281568e+017,0,0,省级,2,2,,-3434545,49811557,33791819,0.6784,18620,"(17830.0, 21190.0]"
汇通能源股份有限公司001558,9.13730e+017,1,0,市级,2,7,,-2323432,38587238,7855751,0.2036,29740,"(27972.0, 31390.0]"
中原纺织集团有限公司001559,9.1386656e+017,0,1,市级,4,6,2,565656,34720825,30761898,0.886,17460,"(14492.0, 17830.0]"
华泰装备集团有限公司001560,9.130402589e+017,,1,县级,7,7,,-3434545,21470912,19304447,0.8991,170,"(49.999, 3620.0]"
远航物流有限公司001561,9.1341507493166081e+017,1,,市级,4,7,4,5656,35425763,2449767,0.0692,1950,"(49.999, 3620.0]"
星河机械有限责任公司001562,9.134089227069e+017,0,1,市级,1,,3,-3434545,24010479,2173786,0.0905,26850,"(24530.0, 27972.0]"
鼎盛医药集团有限公司001563,9.1347224558e+017,0,0,国家级,4,6,6,565,45582760,11520489,0.2527,1710,"(49.999, 3620.0]"
中原化工集团有限公司001564,9.13900045398048e+017,1,0,国家级,7,2,6,5656,41209183,25450993,0.6176,32130,"(31390.0, 35000.0]"
金鼎信息有限公司001565,9.1368813038e+017,1,0,国家级,1,1,5,343434,5033586,2506900,0.498,8680,"(7318.0, 11047.0]"
创元贸易集团有限公司001566,9.1312769876e+017,0,0,市级,4,3,4,565,29573702,7643936,0.2585,15190,"(14492.0, 17830.0]"
华信纺织集团有限公司001567,9.13315716042614e+017,1,1,市级,4,1,6,343434,41499140,31343461,0.7553,20750,"(17830.0, 21190.0]"
中原机械有限责任公司001568,9.13191378e+017,0,1,,3,3,3,676767,49750919,30824923,0.6196,20530,"(17830.0, 21190.0]"
博雅装备股份有限公司001569,9.1374e+017,0,1,,7,2,5,6767,49488278,9813674,0.1983,13370,"(11047.0, 14492.0]"
嘉禾医药集团有限公司001570,9.1321384155e+017,0,1,省级,4,2,3,-3434545,23016776,9134176,0.3968,14510,"(14492.0, 17830.0]"
启明电子集团有限公司001571,9.130727126334029e+017,0,0,省级,,4,3,565656,33877089,21164759,0.6248,22210,"(21190.0, 24530.0]"
远航食品有限责任公司001572,9.138194687749e+017,0,1,省级,2,2,,676767,48485559,21168316,0.4366,18360,"(17830.0, 21190.0]"
鼎盛食品有限责任公司001573,9.139053667832031e+017,1,0,县级,4,6,2,-2323432,48934054,35488885,0.7252,34010,"(31390.0, 35000.0]"
盛世物流有限公司001574,9.13664e+017,0,1,国家级,3,1,5,676767,12811197,2943180,0.2297,9120,"(7318.0, 11047.0]"
天成电子集团有限公司001575,9.1378157341591e+017,0,,县级,5,6,5,676767,13115590,1505229,0.1148,15010,"(14492.0, 17830.0]"
创元机械股份有限公司001576,9.139225182613e+017,,1,国家级,6,1,1,-2323432,43923522,9097893,0.2071,16850,"(14492.0, 17830.0]"
启明材料有限公司001577,9.1397526866508e+017,0,0,,1,4,5,-2323432,1285244,520800,0.4052,26730,"(24530.0, 27972.0]"
永泰建设集团有限公司001578,9.1309200562607e+017,0,1,市级,4,4,1,565656,5653732,4981937,0.8812,18620,"(17830.0, 21190.0]"
嘉禾物流有限责任公司001579,9.132932e+017,0,0,市级,5,5,5,343434,11390277,5304014,0.4657,9510,"(7318.0, 11047.0]"
天成机械集团有限公司001580,9.13188645947800e+017,1,0,市级,3,7,5,676767,19946748,9781338,0.4904,34690,"(31390.0, 35000.0]"
天成建设有限责任公司001581,9.138387500e+017,1,0,国家级,4,5,2,343434,24224013,22534699,0.9303,14400,"(11047.0, 14492.0]"
启明建设有限责任公司001582,9.1333156e+017,1,,市级,4,1,1,343434,24431647,23020454,0.9422,31420,"(31390.0, 35000.0]"
鼎盛环保集团有限公司001583,9.13642e+017,1,0,,5,2,1,-2323432,11265646,10562620,0.9376,17850,"(17830.0, 21190.0]"
远航科技股份有限公司001584,9.134051995081900e+017,1,1,省级,5,,1,6767,30223697,4804610,0.159,28350,"(27972.0, 31390.0]"
博雅电子有限公司001585,9.1302286e+017,1,0,市级,7,2,,-2323432,29104340,7705899,0.2648,32800,"(31390.0, 35000.0]"
远航环保有限责任公司001586,9.13175322799e+017,1,1,国家级,2,2,3,565656,29882556,9227544,0.3088,18080,"(17830.0, 21190.0]"
嘉禾能源有限公司001587,9.13151114241e+017,0,1,市级,5,7,5,565656,27013620,21181504,0.7841,4770,"(3620.0, 7318.0]"
瑞丰材料有限公司001588,9.13669545085703e+017,,0,国家级,,6,,5656,31638681,27086873,0.8561,30400,"(27972.0, 31390.0]"
华泰医药集团有限公司001589,9.13817e+017,,0,县级,1,,6,-3434545,7047695,4615485,0.6549,4690,"(3620.0, 7318.0]"
盛世机械集团有限公司001590,9.1360782411643424e+017,0,1,县级,7,,,565,43718062,38773438,0.8869,31770,"(31390.0, 35000.0]"
星河食品有限责任公司001591,9.131168e+017,1,0,,6,,7,-3434545,15456153,14020255,0.9071,5240,"(3620.0, 7318.0]"
联创机械股份有限公司001592,9.13533164e+017,,0,,,3,4,676767,4437219,3598367,0.811,6060,"(3620.0, 7318.0]"
宏达物流有限公司001593,9.13890786957e+017,,0,,4,,2,-3434545,43101170,18652579,0.4328,11950,"(11047.0, 14492.0]"
宏达贸易股份有限公司001594,9.1369701e+017,1,1,市级,6,3,4,343434,16235986,4291270,0.2643,20460,"(17830.0, 21190.0]"
永泰装备有限公司001595,9.13185e+017,1,1,国家级,6,6,7,-3434545,374947,287076,0.7656,10450,"(7318.0, 11047.0]"
创元信息有限公司001596,9.134726680639e+017,0,1,,2,3,6,-3434545,40295727,14711590,0.3651,1380,"(49.999, 3620.0]"
联创信息有限公司001597,9.138068311217e+017,1,0,省级,7,7,6,343434,25683872,5387233,0.2098,26110,"(24530.0, 27972.0]"
启明贸易股份有限公司001598,9.13627e+017,0,,市级,2,4,,565656,47642859,38109865,0.7999,28310,"(27972.0, 31390.0]"
瑞丰智能有限公司001599,9.13420942079374e+017,0,,,6,,3,-2323432,47045178,23102346,0.4911,9570,"(7318.0, 11047.0]"
金鼎贸易有限责任公司001600,9.138779936427379e+017,1,0,国家级,7,,7,343434,43116545,33461094,0.7761,9310,"(7318.0, 11047.0]"
永泰环保有限公司001601,9.1375e+017,0,0,市级,2,1,,565,5042715,1338547,0.2654,26120,"(24530.0, 27972.0]"
创元智能集团有限公司001602,9.130873e+017,1,,市级,5,7,6,343434,14268641,2504011,0.1755,7030,"(3620.0, 7318.0]"
博雅物流集团有限公司001603,9.13682e+017,0,0,省级,2,5,5,-3434545,13864152,6679089,0.4818,21310,"(21190.0, 24530.0]"
嘉禾能源有限公司001604,9.1374738e+017,,0,市级,1,1,7,5656,48040505,28281982,0.5887,11100,"(11047.0, 14492.0]"
宏达贸易有限责任公司001605,9.13882348118082e+017,0,,省级,2,3,1,565,1123807,71882,0.064,20040,"(17830.0, 21190.0]"
汇通贸易股份有限公司001606,9.1341533070666706e+017,0,,国家级,4,5,3,343434,23863699,5900624,0.2473,30200,"(27972.0, 31390.0]"
华信医药有限责任公司001607,9.13037791703793e+017,0,0,国家级,1,5,6,-3434545,16535155,8119869,0.4911,24410,"(21190.0, 24530.0]"
远航网络有限责任公司001608,9.1384732550e+017,1,0,国家级,,,1,676767,18239614,8278765,0.4539,33970,"(31390.0, 35000.0]"
星河贸易股份有限公司001609,9.139035508199e+017,1,1,县级,4,4,,565656,30318872,28437602,0.938,33400,"(31390.0, 35000.0]"
星河科技有限责任公司001610,9.1351e+017,1,1,,6,5,7,6767,19858444,18794983,0.9464,10840,"(7318.0, 11047.0]"
星河建设有限公司001611,9.1341405e+017,0,,国家级,,4,7,565,40147388,26561437,0.6616,30200,"(27972.0, 31390.0]"
中原电子有限责任公司001612,9.13976834e+017,1,1,市级,4,5,,6767,2610548,183387,0.0702,12080,"(11047.0, 14492.0]"
联创科技有限公司001613,9.13812e+017,0,1,,7,,4,343434,13012827,6861791,0.5273,3450,"(49.999, 3620.0]"
汇通装备有限责任公司001614,9.13647e+017,1,1,国家级,3,,,676767,29573705,24582146,0.8312,930,"(49.999, 3620.0]"
远航化工有限公司001615,9.1384446964e+017,1,0,,7,6,5,676767,3986324,781101,0.1959,19370,"(17830.0, 21190.0]"
创元电子有限责任公司001616,9.1379297591448940e+017,0,1,市级,2,,1,676767,16345635,13526861,0.8276,32610,"(31390.0, 35000.0]"
金鼎装备集团有限公司001617,9.13676497378e+017,0,1,,7,6,5,343434,33864993,16759727,0.4949,32840,"(31390.0, 35000.0]"
华泰食品股份有限公司001618,9.136091919352642e+017,1,0,县级,7,1,7,565656,20676348,9250306,0.4474,18330,"(17830.0, 21190.0]"
金鼎贸易股份有限公司001619,9.133967044777140e+017,1,1,,7,1,3,-3434545,21478124,12191965,0.5676,18370,"(17830.0, 21190.0]"
嘉禾科技股份有限公司001620,9.1352563744845557e+017,1,1,市级,,1,3,6767,2501228,1565542,0.6259,11600,"(11047.0, 14492.0]"
博雅装备股份有限公司001621,9.138276e+017,1,,市级,1,,5,6767,761986,508429,0.6672,8880,"(7318.0, 11047.0]"
博雅纺织股份有限公司001622,9.13448294350079e+017,1,1,县级,6,4,1,565656,41044969,22011413,0.5363,17400,"(14492.0, 17830.0]"
华信化工集团有限公司001623,9.13695072592501e+017,1,1,县级,6,2,1,565656,37966263,35896272,0.9455,11840,"(11047.0, 14492.0]"
远航建设集团有限公司001624,9.1374326e+017,0,1,国家级,5,,,343434,4348809,987218,0.227,21500,"(21190.0, 24530.0]"
远航食品有限责任公司001625,9.1331e+017,0,1,国家级,6,5,5,-3434545,43375915,29271749,0.6748,4880,"(3620.0, 7318.0]"
星河贸易股份有限公司001626,9.1369423943e+017,0,1,市级,5,1,1,565,15567804,8664949,0.5566,33890,"(31390.0, 35000.0]"
宏达建设集团有限公司001627,9.13721793162e+017,,1,省级,4,6,3,6767,21877069,2151384,0.0983,25850,"(24530.0, 27972.0]"
创元化工股份有限公司001628,9.1379388949128672e+017,1,1,县级,3,6,6,343434,16614233,11162710,0.6719,20980,"(17830.0, 21190.0]"
鼎盛科技集团有限公司001629,9.134157318020404e+017,0,0,国家级,1,4,7,6767,40151127,15636417,0.3894,6820,"(3620.0, 7318.0]"
华泰信息有限公司001630,9.13963550e+017,0,1,国家级,5,3,6,-2323432,12181770,5239378,0.4301,2350,"(49.999, 3620.0]"
联创环保有限公司001631,9.131749317560730e+017,0,1,省级,1,5,4,565656,6249089,4882733,0.7814,9270,"(7318.0, 11047.0]"
中原智能有限公司001632,9.1389224006138654e+017,1,0,市级,7,,,565,19522954,10915530,0.5591,27100,"(24530.0, 27972.0]"
金鼎环保有限责任公司001633,9.130153119e+017,1,,省级,2,,3,676767,4404664,3510716,0.797,3460,"(49.999, 3620.0]"
星河科技有限责任公司001634,9.135625750422e+017,1,1,县级,7,7,7,565,40831828,18101534,0.4433,19900,"(17830.0, 21190.0]"
瑞丰物流集团有限公司001635,9.13711488160e+017,1,0,县级,6,5,1,-3434545,33119340,11716252,0.3538,31180,"(27972.0, 31390.0]"
盛世环保有限责任公司001636,9.13414429e+017,1,1,国家级,3,1,4,-2323432,25696422,20949009,0.8153,22510,"(21190.0, 24530.0]"
中原智能股份有限公司001637,9.134970424169e+017,0,0,县级,6,,,343434,45001309,22978483,0.5106,18000,"(17830.0, 21190.0]"
联创网络集团有限公司001638,9.1376610541715e+017,,1,国家级,4,1,1,565656,28684065,10726479,0.374,9050,"(7318.0, 11047.0]"
嘉禾电子集团有限公司001639,9.134557618677e+017,0,1,国家级,3,1,5,6767,30216958,26328959,0.8713,270,"(49.999, 3620.0]"
创元物流有限责任公司001640,9.137259e+017,1,0,县级,7,5,3,565,17477494,4103217,0.2348,4850,"(3620.0, 7318.0]"
瑞丰机械股份有限公司001641,9.13698801225620e+017,0,0,,7,5,1,565656,3115794,1124064,0.3608,31600,"(31390.0, 35000.0]"
鼎盛能源股份有限公司001642,9.1335e+017,1,0,县级,7,,4,5656,48262924,4466196,0.0925,6940,"(3620.0, 7318.0]"
鼎盛医药股份有限公司001643,9.1325e+017,0,1,省级,,6,5,-2323432,23401536,12578765,0.5375,33030,"(31390.0, 35000.0]"
瑞丰建设股份有限公司001644,9.137387183410e+017,0,1,市级,,3,,676767,1416679,564531,0.3985,22560,"(21190.0, 24530.0]"
星河能源有限责任公司001645,9.13608970649375e+017,0,1,国家级,7,7,2,-3434545,490292,146591,0.299,31030,"(27972.0, 31390.0]"
金鼎智能股份有限公司001646,9.1345130050e+017,0,1,市级,6,,,676767,44046486,23203291,0.5268,20060,"(17830.0, 21190.0]"
博雅信息有限责任公司001647,9.1307255320528515e+017,1,0,省级,5,1,2,343434,25789872,5001227,0.1939,1040,"(49.999, 3620.0]"
天成物流集团有限公司001648,9.1318418051412e+017,0,0,国家级,1,5,6,-3434545,23287889,1446477,0.0621,31780,"(31390.0, 35000.0]"
创元化工有限责任公司001649,9.13387930925e+017,0,0,国家级,1,5,7,676767,10436429,4962936,0.4755,32900,"(31390.0, 35000.0]"
永泰机械有限公司001650,9.135819e+017,0,1,省级,4,,3,676767,8360984,1950007,0.2332,34760,"(31390.0, 35000.0]"
瑞丰贸易股份有限公司001651,9.131508951463e+017,0,1,省级,4,6,6,-2323432,21247163,14313902,0.6737,30320,"(27972.0, 31390.0]"
启明能源有限公司001652,9.13960250927040e+017,0,0,县级,2,3,7,5656,14999409,10084877,0.6724,33340,"(31390.0, 35000.0]"
盛世装备股份有限公司001653,9.1336805373e+017,0,0,国家级,5,1,6,-2323432,49641246,9638990,0.1942,1800,"(49.999, 3620.0]"
天成物流股份有限公司001654,9.131098e+017,1,1,省级,1,5,3,343434,42439294,28378307,0.6687,2110,"(49.999, 3620.0]"
启明材料集团有限公司001655,9.13904252846e+017,1,0,国家级,4,5,1,6767,33936198,22494249,0.6628,16390,"(14492.0, 17830.0]"
华信环保有限公司001656,9.133480985448e+017,1,0,市级,2,1,5,676767,29820217,1716131,0.0575,24810,"(24530.0, 27972.0]"
鼎盛环保集团有限公司001657,9.13318e+017,0,1,县级,2,7,4,-3434545,49507528,30742264,0.621,18800,"(17830.0, 21190.0]"
嘉禾建设集团有限公司001658,9.13825371268e+017,,0,市级,6,5,6,343434,1730514,913856,0.5281,26270,"(24530.0, 27972.0]"
盛世化工集团有限公司001659,9.13799443e+017,0,1,省级,2,4,1,-2323432,8115599,6546515,0.8067,6890,"(3620.0, 7318.0]"
华泰信息有限责任公司001660,9.136401577466219e+017,1,1,市级,3,5,,-3434545,20830454,16506506,0.7924,21670,"(21190.0, 24530.0]"
博雅环保股份有限公司001661,9.132679e+017,,,,3,,3,6767,27071092,12424966,0.459,17330,"(14492.0, 17830.0]"
永泰生物股份有限公司001662,9.132546e+017,1,1,,4,2,6,-3434545,15977700,9659051,0.6045,9000,"(7318.0, 11047.0]"
汇通机械集团有限公司001663,9.1327350600e+017,0,1,市级,4,3,1,-2323432,13573525,6672083,0.4916,12830,"(11047.0, 14492.0]"
华信食品股份有限公司001664,9.139545430e+017,,1,省级,5,1,,565656,526467,48572,0.0923,3470,"(49.999, 3620.0]"
创元科技股份有限公司001665,9.13307321665691e+017,0,0,县级,6,7,2,343434,43499965,14499068,0.3333,220,"(49.999, 3620.0]"
星河建设股份有限公司001666,9.13227643e+017,1,1,县级,,,6,5656,43004731,7832922,0.1821,80,"(49.999, 3620.0]"
瑞丰材料有限公司001667,9.1302859538e+017,1,1,,6,,3,343434,33593190,28550449,0.8499,11700,"(11047.0, 14492.0]"
星河物流股份有限公司001668,9.13303297e+017,1,1,市级,6,3,7,6767,11152105,8212747,0.7364,30260,"(27972.0, 31390.0]"
远航环保有限责任公司001669,9.13724649728e+017,0,1,国家级,5,3,5,343434,46621768,29334321,0.6292,20480,"(17830.0, 21190.0]"
宏达材料股份有限公司001670,9.13421282658597e+017,0,0,,,5,3,-3434545,41278584,20931371,0.5071,7160,"(3620.0, 7318.0]"
瑞丰贸易股份有限公司001671,9.131234344e+017,0,1,国家级,4,,7,676767,49987346,14243297,0.2849,21700,"(21190.0, 24530.0]"
嘉禾电子有限责任公司001672,9.1307312821112e+017,1,,国家级,1,2,5,565,21754561,19354190,0.8897,9820,"(7318.0, 11047.0]"
星河贸易有限公司001673,9.13095062632e+017,1,1,,7,5,2,-3434545,30683499,2966002,0.0967,26080,"(24530.0, 27972.0]"
启明能源股份有限公司001674,9.1387752399963e+017,1,0,市级,4,7,,565,33056400,2845617,0.0861,30300,"(27972.0, 31390.0]"
创元信息集团有限公司001675,9.1329016515e+017,1,1,县级,1,7,6,-3434545,24415023,11161003,0.4571,20810,"(17830.0, 21190.0]"
宏达材料集团有限公司001676,9.13475619617650e+017,0,0,国家级,6,2,,5656,30028587,17017764,0.5667,26570,"(24530.0, 27972.0]"
金鼎贸易有限公司001677,9.13253806319053e+017,1,1,省级,3,7,7,565656,31242885,3148064,0.1008,27500,"(24530.0, 27972.0]"
鼎盛智能集团有限公司001678,9.1389753115e+017,0,0,省级,6,7,6,-2323432,19359202,12737790,0.658,20440,"(17830.0, 21190.0]"
瑞丰物流股份有限公司001679,9.13459624384092e+017,1,0,县级,4,5,1,676767,20218316,5579977,0.276,26710,"(24530.0, 27972.0]"
嘉禾网络有限责任公司001680,9.13103e+017,0,1,国家级,6,5,6,343434,45325085,6745609,0.1488,13170,"(11047.0, 14492.0]"
鼎盛纺织股份有限公司001681,9.1301504340102655e+017,1,1,县级,3,6,4,5656,41656532,17385931,0.4174,3210,"(49.999, 3620.0]"
星河科技有限公司001682,9.1385902330e+017,1,1,,3,2,5,565656,20290408,2540971,0.1252,19690,"(17830.0, 21190.0]"
华泰能源有限公司001683,9.133428907e+017,0,1,,,4,7,5656,22542206,5596580,0.2483,34170,"(31390.0, 35000.0]"
星河能源股份有限公司001684,9.13059041179e+017,1,1,国家级,1,1,7,565,26814642,4279124,0.1596,17730,"(14492.0, 17830.0]"
中原材料集团有限公司001685,9.139830e+017,1,1,县级,4,5,4,6767,31049658,9129548,0.294,22550,"(21190.0, 24530.0]"
中原智能股份有限公司001686,9.13823009e+017,,1,市级,3,4,4,-3434545,26387114,14093417,0.5341,30390,"(27972.0, 31390.0]"
汇通材料有限责任公司001687,9.1378140828e+017,0,1,国家级,,2,7,565656,30455197,25037395,0.8221,15800,"(14492.0, 17830.0]"
永泰物流有限责任公司001688,9.1363781319151e+017,0,1,,1,,3,565656,44654263,34795377,0.7792,6910,"(3620.0, 7318.0]"
嘉禾材料有限责任公司001689,9.13939e+017,1,1,国家级,,4,3,343434,23394606,15536791,0.6641,2500,"(49.999, 3620.0]"
中原环保股份有限公司001690,9.131441666117e+017,1,1,国家级,5,2,7,565656,1516579,927035,0.6113,2270,"(49.999, 3620.0]"
金鼎电子股份有限公司001691,9.13957240030e+017,,0,,1,1,5,-3434545,37303223,7021189,0.1882,14160,"(11047.0, 14492.0]"
华泰食品有限责任公司001692,9.13194958325199e+017,,0,县级,5,4,2,565,20484265,12706409,0.6203,25060,"(24530.0, 27972.0]"
盛世机械集团有限公司001693,9.1382395543e+017,1,,,5,2,7,-3434545,31874374,3167629,0.0994,31170,"(27972.0, 31390.0]"
华信医药有限责任公司001694,9.133237508e+017,0,0,市级,6,4,3,-3434545,24974417,20805824,0.8331,27580,"(24530.0, 27972.0]"
永泰贸易股份有限公司001695,9.1396562807335006e+017,1,1,国家级,2,6,3,565,9813682,1338616,0.1364,28660,"(27972.0, 31390.0]"
鼎盛智能有限责任公司001696,9.135872937062587e+017,0,0,省级,7,5,1,6767,36409514,7038410,0.1933,27850,"(24530.0, 27972.0]"
金鼎材料有限公司001697,9.133270341e+017,1,1,市级,,2,,5656,30982513,11957639,0.3859,16790,"(14492.0, 17830.0]"
启明建设有限责任公司001698,9.1382898e+017,0,0,省级,2,1,4,5656,36145998,17179664,0.4753,24120,"(21190.0, 24530.0]"
