企业名称,统代,科技标签_高新技术产业,是否国企,龙头企业级别,2022从业人数,2023从业人数,2024从业人数,2022利润总额,实际授信额度,实际授信额度区间
盛世机械股份有限公司001308,9.1318e+017,0,0,市级,5,,6,676767,6350,"(3780.0, 7370.0]"
中原智能股份有限公司001309,9.1386127342e+017,0,,省级,3,6,1,676767,24650,"(21364.0, 24660.0]"
嘉禾环保集团有限公司001310,9.1389088819664e+017,1,0,国家级,,,3,-2323432,12550,"(10954.0, 14480.0]"
永泰物流股份有限公司001311,9.133667e+017,0,0,,5,6,3,676767,23050,"(21364.0, 24660.0]"
联创机械有限公司001312,9.130133203e+017,1,1,,6,,1,565656,32530,"(31471.0, 35000.0]"
联创纺织有限责任公司001313,9.1325723163160378e+017,,0,县级,1,5,4,-2323432,33890,"(31471.0, 35000.0]"
中原化工股份有限公司001314,9.1305e+017,1,1,省级,2,5,7,6767,2520,"(49.999, 3780.0]"
盛世信息有限公司001315,9.1309714086332343e+017,0,1,县级,7,6,1,676767,30450,"(27972.0, 31471.0]"
联创智能集团有限公司001316,9.135825854551e+017,0,0,县级,5,2,3,676767,260,"(49.999, 3780.0]"
嘉禾医药股份有限公司001317,9.1369323e+017,,0,县级,3,2,2,565,22270,"(21364.0, 24660.0]"
瑞丰物流股份有限公司001318,9.1371206e+017,0,1,省级,4,7,4,565656,29200,"(27972.0, 31471.0]"
华信电子有限责任公司001319,9.1315728143611686e+017,0,1,省级,,3,,343434,4280,"(3780.0, 7370.0]"
盛世科技有限责任公司001320,9.1354268368e+017,1,0,国家级,1,2,,-2323432,13680,"(10954.0, 14480.0]"
盛世贸易股份有限公司001321,9.1360030119622723e+017,1,1,省级,2,7,6,565656,11550,"(10954.0, 14480.0]"
星河科技股份有限公司001322,9.1393e+017,,0,,6,2,5,343434,15100,"(14480.0, 17855.0]"
金鼎能源有限责任公司001323,9.134843770062e+017,1,1,市级,1,7,3,343434,30910,"(27972.0, 31471.0]"
鼎盛食品有限责任公司001324,9.13217562e+017,1,0,国家级,3,5,3,343434,30720,"(27972.0, 31471.0]"
远航科技集团有限公司001325,9.1351638e+017,0,1,县级,6,2,4,-2323432,32120,"(31471.0, 35000.0]"
远航科技股份有限公司001326,9.1313049484e+017,0,1,省级,,1,,-3434545,29210,"(27972.0, 31471.0]"
博雅生物股份有限公司001327,9.135679813026564e+017,1,,国家级,,7,2,6767,19840,"(17855.0, 21364.0]"
星河信息有限责任公司001328,9.13079e+017,0,1,市级,6,1,7,565,19240,"(17855.0, 21364.0]"
宏达环保股份有限公司001329,9.134247388e+017,1,0,县级,3,,1,565656,20720,"(17855.0, 21364.0]"
宏达智能有限责任公司001330,9.13218e+017,0,0,县级,,4,1,-2323432,14000,"(10954.0, 14480.0]"
天成医药集团有限公司001331,9.1357164682100e+017,0,,国家级,5,4,,676767,17670,"(14480.0, 17855.0]"
中原能源集团有限公司001332,9.1370e+017,0,1,县级,4,1,5,565,17120,"(14480.0, 17855.0]"
星河装备有限责任公司001333,9.13456572676541e+017,0,1,市级,5,4,2,-3434545,14280,"(10954.0, 14480.0]"
创元环保集团有限公司001334,9.1326930326e+017,1,1,省级,1,,3,-2323432,5470,"(3780.0, 7370.0]"
宏达科技有限公司001335,9.1385224767e+017,1,1,省级,4,7,,-2323432,15650,"(14480.0, 17855.0]"
中原医药集团有限公司001336,9.137633e+017,1,1,省级,1,3,2,676767,31460,"(27972.0, 31471.0]"
博雅智能有限责任公司001337,9.1393103370089423e+017,1,0,,,7,7,676767,27660,"(24660.0, 27972.0]"
启明医药有限责任公司001338,9.136125780e+017,1,1,市级,2,7,1,343434,22060,"(21364.0, 24660.0]"
鼎盛机械有限责任公司001339,9.135442157837926e+017,,0,县级,4,5,,5656,26770,"(24660.0, 27972.0]"
嘉禾医药有限公司001340,9.1397997e+017,0,0,国家级,5,5,6,343434,21600,"(21364.0, 24660.0]"
天成材料有限公司001341,9.135066e+017,1,1,国家级,5,7,6,565656,14190,"(10954.0, 14480.0]"
嘉禾食品集团有限公司001342,9.138959e+017,0,0,市级,2,4,1,6767,33990,"(31471.0, 35000.0]"
鼎盛能源股份有限公司001343,9.13396399e+017,1,,市级,7,2,3,565,31150,"(27972.0, 31471.0]"
星河信息股份有限公司001344,9.1300210e+017,0,1,县级,4,7,3,676767,19290,"(17855.0, 21364.0]"
永泰智能集团有限公司001345,9.133487493916601e+017,,0,县级,6,2,4,-2323432,18940,"(17855.0, 21364.0]"
华泰生物集团有限公司001346,9.13785954176090e+017,0,1,市级,6,7,4,343434,30990,"(27972.0, 31471.0]"
中原机械有限责任公司001347,9.13338780528e+017,0,1,国家级,1,7,2,565656,17190,"(14480.0, 17855.0]"
嘉禾信息集团有限公司001348,9.13434509685e+017,0,1,,5,3,,676767,21700,"(21364.0, 24660.0]"
鼎盛智能有限责任公司001349,9.1343548e+017,1,0,省级,1,5,7,-3434545,11530,"(10954.0, 14480.0]"
星河医药有限责任公司001350,9.13694660e+017,1,0,县级,,2,,565,22410,"(21364.0, 24660.0]"
汇通智能集团有限公司001351,9.13503e+017,1,1,县级,4,,6,343434,17500,"(14480.0, 17855.0]"
盛世信息集团有限公司001352,9.1335286e+017,,0,市级,6,,7,-2323432,5070,"(3780.0, 7370.0]"
华信建设有限公司001353,9.134571e+017,0,0,国家级,2,7,2,343434,520,"(49.999, 3780.0]"
盛世物流有限公司001354,9.13939687186717e+017,0,1,省级,2,6,,676767,14640,"(14480.0, 17855.0]"
天成建设股份有限公司001355,9.131961293321349e+017,1,,,6,7,7,-2323432,29350,"(27972.0, 31471.0]"
嘉禾贸易股份有限公司001356,9.137480e+017,1,0,省级,7,7,4,6767,21430,"(21364.0, 24660.0]"
天成材料股份有限公司001357,9.137121186e+017,0,0,国家级,,2,4,6767,34050,"(31471.0, 35000.0]"
宏达医药有限公司001358,9.135598e+017,1,,省级,7,6,7,565,34610,"(31471.0, 35000.0]"
华信建设股份有限公司001359,9.13196804505211e+017,0,0,国家级,7,5,6,5656,28760,"(27972.0, 31471.0]"
瑞丰食品有限公司001360,9.131971408346e+017,1,,,7,1,5,-3434545,10410,"(7370.0, 10954.0]"
瑞丰科技股份有限公司001361,9.1398398590e+017,1,,省级,7,,,-2323432,18750,"(17855.0, 21364.0]"
博雅科技集团有限公司001362,9.13847669195301e+017,1,1,,3,4,6,565,17700,"(14480.0, 17855.0]"
鼎盛网络股份有限公司001363,9.1311662866e+017,0,1,省级,6,5,,5656,32090,"(31471.0, 35000.0]"
星河物流股份有限公司001364,9.136277402e+017,0,1,,5,6,6,6767,26690,"(24660.0, 27972.0]"
鼎盛环保有限公司001365,9.135894961721e+017,1,0,,,2,3,-3434545,33950,"(31471.0, 35000.0]"
启明电子有限责任公司001366,9.1305993423e+017,0,,国家级,6,3,1,565,4920,"(3780.0, 7370.0]"
汇通电子有限公司001367,9.1387834377982402e+017,0,1,省级,3,2,7,676767,28650,"(27972.0, 31471.0]"
华信建设有限公司001368,9.1396242657896355e+017,1,1,市级,4,5,6,5656,20620,"(17855.0, 21364.0]"
联创网络有限责任公司001369,9.13422535e+017,,1,省级,2,3,,-3434545,30720,"(27972.0, 31471.0]"
博雅信息股份有限公司001370,9.130476e+017,1,1,省级,1,3,2,565656,21640,"(21364.0, 24660.0]"
创元环保股份有限公司001371,9.133136859e+017,0,0,国家级,3,6,,-2323432,27290,"(24660.0, 27972.0]"
宏达建设有限公司001372,9.1361e+017,1,1,县级,4,6,1,-3434545,10830,"(7370.0, 10954.0]"
联创物流有限公司001373,9.13533349729697e+017,,0,市级,6,3,,565,32640,"(31471.0, 35000.0]"
嘉禾食品有限公司001374,9.138881786021599e+017,0,1,县级,5,3,5,676767,33380,"(31471.0, 35000.0]"
永泰物流集团有限公司001375,9.132395e+017,1,,县级,,3,1,343434,8670,"(7370.0, 10954.0]"
嘉禾纺织有限责任公司001376,9.13774070366e+017,1,1,国家级,3,6,5,565656,16280,"(14480.0, 17855.0]"
博雅生物集团有限公司001377,9.13938e+017,1,0,市级,4,2,5,6767,4970,"(3780.0, 7370.0]"
远航贸易股份有限公司001378,9.1320666048531e+017,0,1,市级,4,7,2,565,500,"(49.999, 3780.0]"
中原贸易有限公司001379,9.134210e+017,1,1,国家级,5,,5,-2323432,32740,"(31471.0, 35000.0]"
启明物流有限公司001380,9.136595585942193e+017,1,0,省级,3,6,7,5656,25680,"(24660.0, 27972.0]"
华泰食品股份有限公司001381,9.13759358613e+017,,1,国家级,2,4,4,676767,16420,"(14480.0, 17855.0]"
远航智能股份有限公司001382,9.1372339907615001e+017,,0,国家级,7,,5,6767,32790,"(31471.0, 35000.0]"
金鼎材料有限公司001383,9.138616479049915e+017,1,0,县级,6,3,2,676767,10760,"(7370.0, 10954.0]"
博雅医药股份有限公司001384,9.136432e+017,0,1,县级,4,1,,565,32850,"(31471.0, 35000.0]"
天成纺织集团有限公司001385,9.137701e+017,0,1,国家级,3,,7,565656,14960,"(14480.0, 17855.0]"
金鼎食品有限责任公司001386,9.1388886108e+017,1,1,市级,6,6,6,565656,16990,"(14480.0, 17855.0]"
永泰食品有限责任公司001387,9.13702632e+017,1,1,市级,7,7,7,565,28590,"(27972.0, 31471.0]"
瑞丰纺织有限公司001388,9.135347450e+017,0,1,县级,6,4,4,-2323432,10670,"(7370.0, 10954.0]"
宏达电子有限责任公司001389,9.1337e+017,1,0,县级,5,6,5,-3434545,12940,"(10954.0, 14480.0]"
永泰智能有限公司001390,9.1369648e+017,0,1,国家级,2,2,3,565656,23820,"(21364.0, 24660.0]"
鼎盛医药集团有限公司001391,9.1340510265838796e+017,0,1,县级,,7,1,5656,29610,"(27972.0, 31471.0]"
星河能源集团有限公司001392,9.137399e+017,1,1,国家级,3,7,4,565,30580,"(27972.0, 31471.0]"
中原环保股份有限公司001393,9.1381951648497797e+017,0,0,国家级,7,1,1,565,20080,"(17855.0, 21364.0]"
联创信息集团有限公司001394,9.130526027e+017,0,1,,3,3,6,343434,28960,"(27972.0, 31471.0]"
博雅能源股份有限公司001395,9.13391e+017,0,1,市级,6,6,1,343434,24610,"(21364.0, 24660.0]"
华泰建设有限责任公司001396,9.138079106510640e+017,,1,市级,6,2,2,565,20550,"(17855.0, 21364.0]"
天成纺织集团有限公司001397,9.1354044927e+017,0,0,县级,5,,3,676767,31530,"(31471.0, 35000.0]"
中原装备有限责任公司001398,9.139844408895930e+017,0,0,市级,7,4,3,-3434545,3430,"(49.999, 3780.0]"
永泰环保集团有限公司001399,9.1399663309235e+017,1,0,国家级,2,5,1,343434,6560,"(3780.0, 7370.0]"
华泰医药集团有限公司001400,9.1312e+017,1,,,7,7,1,343434,28010,"(27972.0, 31471.0]"
启明网络有限公司001401,9.13810930e+017,1,1,省级,6,2,7,-3434545,15790,"(14480.0, 17855.0]"
创元电子有限责任公司001402,9.13538151827238e+017,0,1,市级,4,4,2,343434,21570,"(21364.0, 24660.0]"
启明信息有限公司001403,9.135903081e+017,1,1,市级,5,7,6,565656,17200,"(14480.0, 17855.0]"
启明生物有限责任公司001404,9.1315089244640e+017,0,0,县级,,7,7,-3434545,12090,"(10954.0, 14480.0]"
盛世信息有限公司001405,9.1382e+017,0,1,县级,3,5,7,565656,15130,"(14480.0, 17855.0]"
创元医药股份有限公司001406,9.134937e+017,1,0,市级,3,7,3,-3434545,4860,"(3780.0, 7370.0]"
华泰电子有限公司001407,9.1362395671e+017,0,0,国家级,5,5,5,565656,17090,"(14480.0, 17855.0]"
创元网络股份有限公司001408,9.137653e+017,0,1,省级,4,5,1,565656,5120,"(3780.0, 7370.0]"
远航贸易有限责任公司001409,9.1355621683357e+017,1,0,市级,6,1,3,565,9900,"(7370.0, 10954.0]"
远航医药有限公司001410,9.13155785219e+017,1,0,县级,7,,4,676767,2130,"(49.999, 3780.0]"
启明生物有限责任公司001411,9.13010558391115e+017,0,0,,,6,5,676767,21250,"(17855.0, 21364.0]"
星河智能有限公司001412,9.13388782188938e+017,1,1,县级,6,2,5,5656,20520,"(17855.0, 21364.0]"
嘉禾能源有限责任公司001413,9.131242664742e+017,1,0,省级,4,3,,6767,370,"(49.999, 3780.0]"
盛世信息有限公司001414,9.13877449924687e+017,0,1,省级,7,7,2,-3434545,32190,"(31471.0, 35000.0]"
创元医药有限责任公司001415,9.1326e+017,0,1,县级,,3,4,343434,26820,"(24660.0, 27972.0]"
创元能源集团有限公司001416,9.13687220e+017,0,0,,1,5,2,5656,32430,"(31471.0, 35000.0]"
启明科技股份有限公司001417,9.133045596576e+017,1,1,,6,2,4,-3434545,29000,"(27972.0, 31471.0]"
中原电子有限责任公司001418,9.1343632705614e+017,1,1,,,,4,565,19660,"(17855.0, 21364.0]"
华信贸易集团有限公司001419,9.1335e+017,0,0,市级,,6,4,-2323432,29350,"(27972.0, 31471.0]"
嘉禾科技有限公司001420,9.131432298766e+017,0,1,国家级,7,3,2,6767,34950,"(31471.0, 35000.0]"
启明材料股份有限公司001421,9.1305e+017,0,0,市级,2,,1,565,30520,"(27972.0, 31471.0]"
创元装备有限公司001422,9.132599611435830e+017,1,0,县级,5,4,,-3434545,34750,"(31471.0, 35000.0]"
华信化工股份有限公司001423,9.13537147e+017,0,,,1,,5,6767,5780,"(3780.0, 7370.0]"
鼎盛环保集团有限公司001424,9.1336165e+017,1,1,市级,4,,4,-3434545,14440,"(10954.0, 14480.0]"
联创环保集团有限公司001425,9.13510056870e+017,1,1,国家级,,4,1,6767,16640,"(14480.0, 17855.0]"
永泰智能集团有限公司001426,9.133933054e+017,1,1,县级,1,1,4,-2323432,24570,"(21364.0, 24660.0]"
星河网络有限责任公司001427,9.136468e+017,1,1,,4,,1,-2323432,9350,"(7370.0, 10954.0]"
嘉禾信息有限公司001428,9.1351093346533633e+017,0,1,省级,,7,1,-2323432,12530,"(10954.0, 14480.0]"
宏达纺织股份有限公司001429,9.1321e+017,,1,国家级,1,5,1,-3434545,10840,"(7370.0, 10954.0]"
永泰装备有限公司001430,9.13856817697e+017,,0,省级,6,5,6,676767,9220,"(7370.0, 10954.0]"
汇通化工集团有限公司001431,9.1317936e+017,1,0,市级,1,1,6,-2323432,14920,"(14480.0, 17855.0]"
创元科技集团有限公司001432,9.137076509e+017,1,0,市级,4,6,3,6767,14580,"(14480.0, 17855.0]"
鼎盛材料有限公司001433,9.136801093609e+017,0,0,国家级,,6,,-2323432,5320,"(3780.0, 7370.0]"
金鼎贸易股份有限公司001434,9.13770149726e+017,0,0,市级,1,2,4,5656,21650,"(21364.0, 24660.0]"
天成化工有限公司001435,9.1322051356397e+017,1,0,国家级,3,4,6,343434,24400,"(21364.0, 24660.0]"
联创医药有限责任公司001436,9.131821774874e+017,1,0,市级,4,3,6,565,26220,"(24660.0, 27972.0]"
华信智能有限责任公司001437,9.130193e+017,0,1,,2,3,5,565656,30840,"(27972.0, 31471.0]"
天成能源有限公司001438,9.1313878e+017,,1,县级,1,5,5,676767,8680,"(7370.0, 10954.0]"
瑞丰生物股份有限公司001439,9.13781128e+017,0,0,,3,2,,676767,24550,"(21364.0, 24660.0]"
华泰信息股份有限公司001440,9.130394750e+017,1,1,县级,5,,5,343434,18090,"(17855.0, 21364.0]"
盛世医药有限责任公司001441,9.1381157e+017,,0,县级,4,1,6,565,12410,"(10954.0, 14480.0]"
华泰贸易股份有限公司001442,9.139433e+017,0,1,县级,,7,5,-3434545,15330,"(14480.0, 17855.0]"
瑞丰电子有限公司001443,9.1310e+017,1,1,县级,,5,2,676767,23770,"(21364.0, 24660.0]"
汇通信息股份有限公司001444,9.1391329357538e+017,1,0,市级,3,5,,-2323432,21530,"(21364.0, 24660.0]"
中原机械集团有限公司001445,9.1324554620e+017,0,0,市级,7,4,1,6767,34330,"(31471.0, 35000.0]"
华泰能源有限责任公司001446,9.1346609e+017,1,1,国家级,2,5,4,-2323432,3460,"(49.999, 3780.0]"
星河纺织有限责任公司001447,9.13635e+017,,0,国家级,,7,5,6767,3200,"(49.999, 3780.0]"
盛世食品有限责任公司001448,9.13185413336650e+017,0,0,县级,3,4,1,-3434545,1750,"(49.999, 3780.0]"
嘉禾智能有限公司001449,9.135249221911429e+017,1,1,国家级,,6,6,676767,19440,"(17855.0, 21364.0]"
永泰物流有限责任公司001450,9.136520e+017,0,0,市级,7,3,4,6767,23850,"(21364.0, 24660.0]"
启明信息股份有限公司001451,9.1359481827e+017,0,0,县级,1,5,6,-3434545,25370,"(24660.0, 27972.0]"
华信科技集团有限公司001452,9.1321801130852315e+017,1,0,省级,5,4,3,565,23670,"(21364.0, 24660.0]"
鼎盛智能股份有限公司001453,9.13132025342e+017,0,1,县级,6,,6,-2323432,10360,"(7370.0, 10954.0]"
嘉禾装备股份有限公司001454,9.136740877210752e+017,1,,省级,3,5,2,-3434545,26030,"(24660.0, 27972.0]"
联创网络有限责任公司001455,9.1372542654168939e+017,0,1,省级,,6,7,-3434545,29320,"(27972.0, 31471.0]"
启明医药股份有限公司001456,9.13327868070423e+017,1,1,,6,5,7,-3434545,32610,"(31471.0, 35000.0]"
博雅材料集团有限公司001457,9.133470507e+017,0,,市级,5,,4,5656,24340,"(21364.0, 24660.0]"
创元材料集团有限公司001458,9.130595194845e+017,1,0,市级,2,4,4,676767,17030,"(14480.0, 17855.0]"
天成机械有限公司001459,9.1363511096745e+017,0,1,市级,7,2,6,-2323432,2800,"(49.999, 3780.0]"
创元能源有限责任公司001460,9.136787e+017,0,0,省级,7,1,4,343434,5880,"(3780.0, 7370.0]"
宏达贸易有限责任公司001461,9.13752112759637e+017,,1,省级,2,,7,343434,33470,"(31471.0, 35000.0]"
盛世电子有限公司001462,9.1338e+017,0,0,县级,1,5,,-3434545,17740,"(14480.0, 17855.0]"
远航材料有限责任公司001463,9.1381e+017,,1,国家级,,1,,565656,6310,"(3780.0, 7370.0]"
联创建设集团有限公司001464,9.13204347433442e+017,,,国家级,5,7,2,565,11580,"(10954.0, 14480.0]"
宏达科技有限责任公司001465,9.137942072e+017,0,1,,7,,,343434,5040,"(3780.0, 7370.0]"
嘉禾生物股份有限公司001466,9.138776775138771e+017,0,0,省级,4,,5,6767,24620,"(21364.0, 24660.0]"
瑞丰科技有限责任公司001467,9.138681734188079e+017,1,0,国家级,1,4,3,565656,24090,"(21364.0, 24660.0]"
盛世能源股份有限公司001468,9.132054493392719e+017,1,1,市级,7,3,,565656,22140,"(21364.0, 24660.0]"
永泰纺织有限责任公司001469,9.130555e+017,1,1,国家级,,1,,5656,14590,"(14480.0, 17855.0]"
博雅网络有限公司001470,9.1300720409471124e+017,1,1,县级,4,5,5,-2323432,24120,"(21364.0, 24660.0]"
联创材料股份有限公司001471,9.13426244e+017,,1,县级,,1,3,343434,16790,"(14480.0, 17855.0]"
宏达智能有限责任公司001472,9.13044307324e+017,1,1,市级,,1,4,-2323432,9500,"(7370.0, 10954.0]"
华信纺织股份有限公司001473,9.1398992469247e+017,0,0,,7,,7,5656,21070,"(17855.0, 21364.0]"
鼎盛贸易有限公司001474,9.131275917003e+017,1,1,省级,7,,1,5656,14680,"(14480.0, 17855.0]"
盛世医药股份有限公司001475,9.135123e+017,,1,,7,,7,-2323432,32080,"(31471.0, 35000.0]"
永泰环保有限公司001476,9.132214426e+017,1,0,市级,,,1,565,16510,"(14480.0, 17855.0]"
盛世机械有限责任公司001477,9.132618455375826e+017,0,,国家级,,7,1,565,4500,"(3780.0, 7370.0]"
宏达贸易有限公司001478,9.133528805075078e+017,0,1,市级,1,,3,565,24340,"(21364.0, 24660.0]"
瑞丰机械有限责任公司001479,9.1364930464006e+017,0,0,,2,3,4,565656,19810,"(17855.0, 21364.0]"
嘉禾贸易有限责任公司001480,9.13609121040725e+017,1,1,,3,7,4,5656,32210,"(31471.0, 35000.0]"
瑞丰纺织有限公司001481,9.13926251743e+017,0,0,,1,5,7,676767,34550,"(31471.0, 35000.0]"
启明信息有限责任公司001482,9.13278952e+017,0,1,市级,6,6,3,565,26040,"(24660.0, 27972.0]"
天成纺织有限公司001483,9.137317e+017,1,0,国家级,3,3,6,6767,29180,"(27972.0, 31471.0]"
永泰化工集团有限公司001484,9.13617640404e+017,1,,省级,,6,1,676767,24610,"(21364.0, 24660.0]"
创元生物集团有限公司001485,9.1374e+017,1,0,省级,,1,,5656,5610,"(3780.0, 7370.0]"
瑞丰医药集团有限公司001486,9.13732783969215e+017,,0,县级,4,3,5,6767,28680,"(27972.0, 31471.0]"
鼎盛科技集团有限公司001487,9.13155731052e+017,0,,县级,1,6,6,-3434545,23360,"(21364.0, 24660.0]"
宏达物流集团有限公司001488,9.1373414850275e+017,0,1,,1,2,4,-2323432,34030,"(31471.0, 35000.0]"
华信信息有限责任公司001489,9.132395960e+017,0,0,县级,4,1,6,343434,6460,"(3780.0, 7370.0]"
嘉禾信息有限公司001490,9.1360941750241300e+017,1,1,市级,4,7,2,565656,610,"(49.999, 3780.0]"
华信机械有限责任公司001491,9.1349e+017,1,0,市级,3,5,1,6767,23600,"(21364.0, 24660.0]"
远航网络有限公司001492,9.13384504e+017,1,1,市级,4,4,1,565,5160,"(3780.0, 7370.0]"
鼎盛纺织有限责任公司001493,9.1378e+017,1,1,县级,5,7,,343434,32160,"(31471.0, 35000.0]"
中原机械有限公司001494,9.137939789537e+017,,0,省级,,4,4,343434,6240,"(3780.0, 7370.0]"
瑞丰能源股份有限公司001495,9.130470407936e+017,,1,省级,4,3,5,6767,6080,"(3780.0, 7370.0]"
博雅装备集团有限公司001496,9.137125672e+017,0,,市级,,7,2,-3434545,29750,"(27972.0, 31471.0]"
鼎盛化工有限公司001497,9.1398e+017,0,1,省级,7,3,6,-2323432,13990,"(10954.0, 14480.0]"
鼎盛科技集团有限公司001498,9.139856e+017,1,1,县级,6,1,,-2323432,10120,"(7370.0, 10954.0]"
华信电子集团有限公司001499,9.1370049e+017,0,1,市级,6,1,1,565656,15500,"(14480.0, 17855.0]"
华泰食品集团有限公司001500,9.13577e+017,1,1,市级,1,6,4,5656,28820,"(27972.0, 31471.0]"
汇通电子集团有限公司001501,9.13853141988e+017,1,0,,,2,5,6767,12640,"(10954.0, 14480.0]"
博雅物流有限责任公司001502,9.1300713204484e+017,1,,,2,2,5,565656,21510,"(21364.0, 24660.0]"
